Date,Adj Close
2017-01-03,52.95029830932617
2017-01-04,53.35842514038086
2017-01-05,54.55074691772461
2017-01-06,54.77480697631836
2017-01-09,54.73479080200195
2017-01-10,53.0703353881836
2017-01-11,53.13435363769531
2017-01-12,53.49445724487305
2017-01-13,53.34242248535156
2017-01-17,53.85456085205078
2017-01-18,53.67851257324219
2017-01-19,53.13435363769531
2017-01-20,53.42243576049805
2017-01-23,54.15864181518555
2017-01-24,53.85456085205078
2017-01-25,53.10235595703125
2017-01-26,52.926307678222656
2017-01-27,52.76626205444336
2017-01-30,53.08633422851562
2017-01-31,53.0543441772461
2017-02-01,52.23011016845703
2017-02-02,53.08633422851562
2017-02-03,53.05391311645508
2017-02-06,53.65393447875977
2017-02-07,53.41069030761719
2017-02-08,53.54042053222656
2017-02-09,53.02147674560547
2017-02-10,53.41069030761719
2017-02-13,53.75123977661133
2017-02-14,53.11877822875977
2017-02-15,53.17554092407226
2017-02-16,53.58097457885742
2017-02-17,53.45122528076172
2017-02-21,54.27830123901367
2017-02-22,54.89453887939453
2017-02-23,55.82701110839844
2017-02-24,56.80813980102539
2017-02-27,56.79192733764648
2017-02-28,57.06761932373047
2017-03-01,56.33784866333008
2017-03-02,56.71895980834961
2017-03-03,56.41082382202149
2017-03-06,55.575660705566406
2017-03-07,55.53511428833008
2017-03-08,54.34316253662109
2017-03-09,53.35392379760742
2017-03-10,53.65393447875977
2017-03-13,53.51609420776367
2017-03-14,53.556640625
2017-03-15,54.52155303955078
2017-03-16,54.56209182739258
2017-03-17,54.55398178100586
2017-03-20,54.95941162109375
2017-03-21,54.9918327331543
2017-03-22,55.67295837402344
2017-03-23,56.4351577758789
2017-03-24,56.49191284179688
2017-03-27,56.86489868164063
2017-03-28,57.25410842895508
2017-03-29,57.51358032226562
2017-03-30,57.3919677734375
2017-03-31,57.42439270019531
2017-04-03,57.69197845458984
2017-04-04,57.22979736328125
2017-04-05,57.8135986328125
2017-04-06,58.0406379699707
2017-04-07,58.59201049804688
