Date,Adj Close,daily_return
2017-01-03,32.31477737426758,
2017-01-04,32.126976013183594,-0.005811624784193392
2017-01-05,32.03684234619141,-0.0028055446910157933
2017-01-06,31.39854049682617,-0.019923993833965592
2017-01-09,31.00339698791504,-0.012584773134632576
2017-01-10,31.0109977722168,0.0002451597257140392
2017-01-11,30.8590087890625,-0.0049011316653110315
2017-01-12,31.16296768188477,0.009849924049731618
2017-01-13,31.12497901916504,-0.0012190322535235998
2017-01-17,31.23896026611328,0.0036620505632487532
2017-01-18,31.00339698791504,-0.007540688812673779
2017-01-19,31.155372619628903,0.004901902580968898
2017-01-20,31.49732780456543,0.010975801480900493
2017-01-23,31.91526031494141,0.013268824357709486
2017-01-24,31.428924560546875,-0.015238345217784444
2017-01-25,31.45173454284668,0.0007257640093876194
2017-01-26,31.7404899597168,0.009180905952158147
2017-01-27,31.92284965515137,0.005745333347595194
2017-01-30,31.778478622436523,-0.0045224982817769765
2017-01-31,32.03684234619141,0.008130147664541676
2017-02-01,31.96085548400879,-0.002371858667015503
2017-02-02,31.292150497436523,-0.02092262476850293
2017-02-03,31.34534454345703,0.0016999165980895459
2017-02-06,31.20096969604492,-0.00460594227037292
2017-02-07,31.24656105041504,0.0014612159434230776
2017-02-08,31.314950942993164,0.00218871742294402
2017-02-09,31.39093589782715,0.0024264752952132262
2017-02-10,31.444129943847656,0.0016945670620858166
2017-02-13,30.8894100189209,-0.017641446143282224
2017-02-14,30.96540260314941,0.0024601500702656764
2017-02-15,31.24656105041504,0.009079760753281318
2017-02-16,31.34534454345703,0.0031614196801563743
2017-02-17,31.52012252807617,0.005575883346148114
2017-02-21,31.7100887298584,0.006026823075101273
2017-02-22,31.603702545166016,-0.0033549633240921306
2017-02-23,31.877260208129893,0.00865587386708655
2017-02-24,32.188819885253906,0.009773728202794318
2017-02-27,31.778478622436523,-0.012747943673615869
2017-02-28,31.75568580627441,-0.0007172406342329518
2017-03-01,31.94565391540528,0.005982176240493464
2017-03-02,31.96845245361328,0.0007136663493685358
2017-03-03,31.92284965515137,-0.0014264937762652474
2017-03-06,31.88486671447754,-0.0011898355279726935
2017-03-07,31.82406997680664,-0.0019067584072193222
2017-03-08,31.7404899597168,-0.0026263145207622296
2017-03-09,31.86967086791992,0.0040699090772406965
2017-03-10,32.181224822998054,0.009775876141593587
2017-03-13,32.196422576904304,0.0004722552976104133
2017-03-14,31.983644485473643,-0.006608749494525945
2017-03-15,32.36359405517578,0.01187949578024794
2017-03-16,32.249610900878906,-0.003521956001009907
2017-03-17,32.37879180908203,0.004005657885304936
2017-03-20,32.234405517578125,-0.004459285953449577
2017-03-21,31.976055145263672,-0.008014739783973046
2017-03-22,31.6492977142334,-0.01021881622188392
2017-03-23,31.6492977142334,0.0
2017-03-24,31.67209434509277,0.0007202886795532049
2017-03-27,31.527719497680664,-0.004558424392117177
2017-03-28,31.580909729003903,0.0016870941562123765
2017-03-29,31.49732780456543,-0.0026465964772924844
2017-03-30,31.73288917541504,0.007478773193434707
2017-03-31,31.573305130004893,-0.0050289793824944695
2017-04-03,31.58850288391113,0.000481348209940613
2017-04-04,31.679702758789062,0.002887122419606092
2017-04-05,31.54291343688965,-0.0043178852699766734
2017-04-06,31.21994972229004,-0.01023886760637338
2017-04-07,31.212263107299805,-0.0002462084359075023
2017-04-10,31.05077934265137,-0.005173728162334634
2017-04-11,30.99694633483887,-0.0017337087490926217
2017-04-12,31.189193725585927,0.006202139677577767
2017-04-13,30.973886489868164,-0.0069032639192957435
2017-04-17,30.989259719848643,0.000496328737612739
2017-04-18,30.95081329345703,-0.0012406371349034107
2017-04-19,30.95081329345703,0.0
2017-04-20,31.035402297973643,0.0027330139507026896
2017-04-21,30.704742431640625,-0.0106542800108832
2017-04-24,30.77395248413086,0.002254050905794669
2017-04-25,30.7124252319336,-0.00199932888792842
2017-04-26,31.09691429138184,0.012519006771515517
2017-04-27,30.68937110900879,-0.013105582713266117
2017-04-28,30.47405815124512,-0.0070158804166717825
2017-05-01,30.06650733947754,-0.013373696727389417
2017-05-02,29.95116233825684,-0.0038363285737964548
2017-05-03,29.528230667114247,-0.014120709786357044
2017-05-04,29.228330612182607,-0.01015638418409004
2017-05-05,29.651262283325195,0.014469922239291666
2017-05-08,29.658950805664062,0.0002592983147025052
2017-05-09,29.38981437683105,-0.009074374565590237
2017-05-10,29.56667709350586,0.006017823535974243
2017-05-11,29.55898094177246,-0.00026029816299810715
2017-05-12,29.5974349975586,0.0013009263026315665
2017-05-15,29.67433357238769,0.0025981499692602217
