Date,Adj Close
2017-01-03,38.75718688964844
2017-01-04,39.128074645996094
2017-01-05,38.37655258178711
2017-01-06,38.50342559814453
2017-01-09,38.39607620239258
2017-01-10,39.3915901184082
2017-01-11,39.381832122802734
2017-01-12,38.952396392822266
2017-01-13,39.5672721862793
2017-01-17,38.23014831542969
2017-01-18,38.5327033996582
2017-01-19,38.2984733581543
2017-01-20,38.75718688964844
2017-01-23,38.65959548950195
2017-01-24,39.19638442993164
2017-01-25,39.8210334777832
2017-01-26,40.40664291381836
2017-01-27,39.71367645263672
2017-01-30,39.381832122802734
2017-01-31,39.25494384765625
2017-02-01,39.87959289550781
2017-02-02,38.932884216308594
2017-02-03,40.15287399291992
2017-02-06,39.899112701416016
2017-02-07,40.0064811706543
2017-02-08,38.3375129699707
2017-02-09,38.932884216308594
2017-02-10,39.10855102539063
2017-02-13,40.0162353515625
2017-02-14,40.99224472045898
2017-02-15,41.85112762451172
2017-02-16,41.48024368286133
2017-02-17,40.8946418762207
2017-02-21,41.65592956542969
2017-02-22,41.67545700073242
2017-02-23,41.89993667602539
2017-02-24,40.689395904541016
2017-02-27,40.50391387939453
2017-02-28,40.250091552734375
2017-03-01,41.49966812133789
2017-03-02,40.86511611938477
2017-03-03,40.98226165771485
2017-03-06,40.36724853515625
2017-03-07,40.11342239379883
2017-03-08,39.99628448486328
2017-03-09,39.82054901123047
2017-03-10,39.58625030517578
2017-03-13,39.8303108215332
2017-03-14,39.54719924926758
2017-03-15,39.40077209472656
2017-03-16,40.07437515258789
2017-03-17,38.99075698852539
2017-03-20,38.31715393066406
2017-03-21,36.9601936340332
2017-03-22,36.48182678222656
2017-03-23,36.5599250793457
2017-03-24,36.5599250793457
2017-03-27,36.101112365722656
2017-03-28,36.74541091918945
2017-03-29,36.32563400268555
2017-03-30,37.16519927978516
2017-03-31,37.05781555175781
2017-04-03,36.58922576904297
2017-04-04,36.638031005859375
2017-04-05,36.11086654663086
2017-04-06,36.39397048950195
2017-04-07,36.32563400268555
2017-04-10,36.306114196777344
2017-04-11,36.11086654663086
2017-04-12,35.4275016784668
2017-04-13,34.99795913696289
2017-04-17,35.55440902709961
2017-04-18,35.04677200317383
2017-04-19,35.30058670043945
2017-04-20,36.17920684814453
2017-04-21,35.80824279785156
2017-04-24,36.89185333251953
2017-04-25,37.11638259887695
2017-04-26,36.93090057373047
2017-04-27,36.71613693237305
2017-04-28,36.49160003662109
2017-05-01,36.84303665161133
2017-05-02,37.12614059448242
2017-05-03,36.32563400268555
2017-05-04,35.61298751831055
2017-05-05,35.886329650878906
2017-05-08,35.72037506103516
2017-05-09,35.759422302246094
2017-05-10,36.22800827026367
2017-05-11,35.67156219482422
2017-05-12,35.154159545898445
2017-05-15,35.8277587890625
2017-05-16,35.525123596191406
2017-05-17,34.09006881713867
2017-05-18,34.002201080322266
2017-05-19,34.500076293945305
2017-05-22,34.09981918334961
2017-05-23,34.187686920166016
2017-05-24,33.81671524047852
2017-05-25,33.885047912597656
2017-05-26,33.894821166992195
2017-05-30,33.51397705078125
2017-05-31,33.377269744873054
2017-06-01,34.646739959716804
2017-06-02,34.51001739501953
2017-06-05,34.148712158203125
2017-06-06,33.64093017578125
2017-06-07,34.500255584716804
2017-06-08,35.26194381713867
2017-06-09,36.10175323486328
2017-06-12,36.45328521728516
2017-06-13,36.83413314819336
2017-06-14,36.48258972167969
2017-06-15,36.51187515258789
2017-06-16,36.08221435546875
2017-06-19,36.59976959228516
2017-06-20,36.11151123046875
2017-06-21,34.646739959716804
2017-06-22,34.38307571411133
2017-06-23,34.41238021850586
2017-06-26,34.96898651123047
2017-06-27,35.301002502441406
2017-06-28,36.09196853637695
2017-06-29,36.46306228637695
2017-06-30,36.02362060546875
2017-07-03,36.80483627319336
2017-07-05,36.687644958496094
2017-07-06,36.61929321289063
2017-07-07,36.59976959228516
2017-07-10,36.35564041137695
2017-07-11,36.17985916137695
2017-07-12,36.28728103637695
2017-07-13,36.687644958496094
2017-07-14,36.55093765258789
2017-07-17,36.56071090698242
2017-07-18,36.004093170166016
2017-07-19,36.58023834228516
2017-07-20,36.65835189819336
2017-07-21,36.69742202758789
2017-07-24,37.02942276000977
2017-07-25,37.53722381591797
2017-07-26,37.36144638061523
2017-07-27,37.68370056152344
2017-07-28,38.08406829833984
2017-07-31,38.31843948364258
2017-08-01,38.76762771606445
2017-08-02,39.63673400878906
2017-08-03,39.26565170288086
2017-08-04,39.93943786621094
2017-08-07,39.77342987060547
2017-08-08,39.77342987060547
2017-08-09,38.72856903076172
2017-08-10,37.76181411743164
2017-08-11,37.6544075012207
2017-08-14,37.96688461303711
