Date,Adj Close
2018-02-08,11.264304161071777
2018-02-09,12.031439781188965
2018-02-12,12.041150093078613
2018-02-13,12.419864654541016
2018-02-14,12.42957592010498
2018-02-15,12.672341346740723
2018-02-16,12.672341346740723
2018-02-20,12.614076614379883
2018-02-21,12.555813789367676
2018-02-22,12.623785972595215
2018-02-23,12.623785972595215
2018-02-26,12.876263618469238
2018-02-27,12.623785972595215
2018-02-28,12.575234413146973
2018-03-01,12.701471328735352
2018-03-02,12.915104866027832
2018-03-05,12.419864654541016
2018-03-06,12.478127479553223
2018-03-07,12.623785972595215
2018-03-08,12.623785972595215
2018-03-09,12.623785972595215
2018-03-12,12.29362678527832
2018-03-13,12.06057357788086
2018-03-14,11.973176002502441
2018-03-15,11.662437438964844
2018-03-16,11.594462394714355
2018-03-19,11.526487350463867
2018-03-20,11.341986656188965
2018-03-21,11.487646102905273
2018-03-22,11.652726173400879
2018-03-23,11.575041770935059
2018-03-26,11.914912223815918
2018-03-27,12.06057357788086
2018-03-28,11.982887268066406
2018-03-29,11.944046020507812
2018-04-02,11.64301586151123
2018-04-03,11.196328163146973
2018-04-04,10.875877380371094
2018-04-05,10.91472053527832
2018-04-06,10.526296615600586
2018-04-09,10.34179401397705
2018-04-10,10.56513786315918
2018-04-11,10.380636215209961
2018-04-12,10.351505279541016
2018-04-13,10.429190635681152
2018-04-16,10.419478416442871
2018-04-17,10.574849128723145
2018-04-18,10.26410961151123
2018-04-19,10.293241500854492
2018-04-20,10.157292366027832
2018-04-23,10.283531188964844
2018-04-24,10.293241500854492
2018-04-25,10.302952766418457
2018-04-26,10.196135520935059
2018-04-27,10.205846786499023
2018-04-30,10.739930152893066
2018-05-01,10.739930152893066
2018-05-02,10.526296615600586
2018-05-03,10.5457181930542
2018-05-04,10.681666374206543
2018-05-07,10.53600788116455
2018-05-08,10.22526741027832
2018-05-09,10.468033790588379
2018-05-10,10.302952766418457
2018-05-11,10.060187339782715
2018-05-14,9.924238204956055
2018-05-15,9.885396957397461
2018-05-16,9.768869400024414
2018-05-17,9.817422866821289
2018-05-18,9.798002243041992
2018-05-21,10.011634826660156
2018-05-22,10.099030494689941
2018-05-23,10.34179401397705
2018-05-24,10.691376686096191
2018-05-25,10.526296615600586
2018-05-29,10.34179401397705
2018-05-30,10.769062042236328
2018-05-31,10.875877380371094
2018-06-01,11.322564125061035
2018-06-04,11.39054012298584
2018-06-05,11.108932495117188
2018-06-06,10.720508575439453
2018-06-07,10.769062042236328
2018-06-08,11.050666809082031
2018-06-11,10.905009269714355
2018-06-12,10.905009269714355
2018-06-13,10.302952766418457
2018-06-14,10.53600788116455
2018-06-15,10.118452072143555
2018-06-18,10.22526741027832
