Date,Adj Close
2021-08-20,129.26515197753906
2021-08-23,127.85210418701172
2021-08-24,131.922119140625
2021-08-25,133.89244079589844
2021-08-26,132.71820068359375
2021-08-27,133.1560516357422
2021-08-30,133.1859130859375
2021-08-31,132.82766723632812
2021-09-01,133.51429748535156
2021-09-02,134.07156372070312
2021-09-03,133.97206115722656
2021-09-07,133.912353515625
2021-09-08,134.50941467285156
2021-09-09,132.7779083251953
2021-09-10,130.4990997314453
